customer_key,total_spent,customer_segment
C008191,11988.5,VIP
C008270,13443.5,VIP
C003505,11759.5,VIP
C006689,10928.0,VIP
C008262,10548.25,VIP
C005417,14050.75,VIP
C000028,11780.0,VIP
C006259,12713.25,VIP
C005229,12435.5,VIP
C001736,8779.5,Regular
C006032,12227.25,VIP
C001395,13032.75,VIP
C007983,11447.25,VIP
C002142,10329.5,VIP
C002312,11830.25,VIP
C006879,9371.5,Regular
C002988,12569.75,VIP
C001822,10885.75,VIP
C006830,8806.0,Regular
C008183,11003.5,VIP
C003679,10864.25,VIP
C008235,13322.0,VIP
C007075,12453.75,VIP
C001695,12520.75,VIP
C007760,10481.75,VIP
C007700,10905.5,VIP
C005995,11214.25,VIP
C003083,13488.75,VIP
C004226,12233.0,VIP
C005801,10071.5,VIP
C004870,11935.25,VIP
C006057,11301.25,VIP
C002238,12636.0,VIP
C004770,11751.75,VIP
C003804,13349.0,VIP
C003319,11025.5,VIP
C000937,9456.5,Regular
C001836,10469.75,VIP
C005039,11233.0,VIP
C007220,10699.5,VIP
C005255,11771.5,VIP
C002833,12110.75,VIP
C003735,10500.0,VIP
C008842,12577.0,VIP
C008396,9779.25,Regular
C002171,12851.25,VIP
C004209,9173.25,Regular
C005595,9592.75,Regular
C004509,11601.5,VIP
C008784,13897.0,VIP
C002365,11731.5,VIP
C007002,11024.5,VIP
C005163,10879.0,VIP
C008665,10126.0,VIP
C005464,12523.75,VIP
C000477,10970.75,VIP
C007745,9935.0,Regular
C008502,10691.0,VIP
C004063,13406.75,VIP
C007187,10507.5,VIP
C005936,11317.25,VIP
C000670,9109.5,Regular
C005339,14036.75,VIP
C006492,10596.5,VIP
C005444,11800.25,VIP
C005301,9155.75,Regular
C007962,11937.5,VIP
C005989,11810.75,VIP
C005533,10718.5,VIP
C004011,11487.75,VIP
C006847,10112.5,VIP
C003919,12921.5,VIP
C001537,12805.5,VIP
C006646,11315.5,VIP
C002162,11061.0,VIP
C000263,9716.75,Regular
C004154,12817.25,VIP
C001642,13211.0,VIP
C005643,13501.75,VIP
C002339,11733.0,VIP
C005394,9155.5,Regular
C003412,11934.75,VIP
C003543,10276.5,VIP
C003773,11442.0,VIP
C004395,11239.0,VIP
C002676,11334.5,VIP
C000755,11897.0,VIP
C008488,11388.75,VIP
C003017,11833.25,VIP
C004184,11224.75,VIP
C007625,10869.25,VIP
C003427,9970.75,Regular
C005870,11323.5,VIP
C001674,10092.0,VIP
C001700,11294.75,VIP
C005565,10813.25,VIP
C007570,12054.25,VIP
C005762,13000.25,VIP
C008680,12176.25,VIP
C001967,10799.5,VIP
C006725,10753.25,VIP
C006432,10355.0,VIP
C000235,11585.5,VIP
C002471,10592.25,VIP
C006665,11635.25,VIP
C000571,11195.75,VIP
C009073,10960.25,VIP
C006178,11638.75,VIP
C009188,13868.75,VIP
C004939,11675.0,VIP
C002461,11337.75,VIP
C005046,13676.5,VIP
C004446,13227.25,VIP
C003064,13309.0,VIP
C004880,10703.0,VIP
C000704,10417.75,VIP
C005943,12671.75,VIP
C006341,14323.75,VIP
C000996,11040.25,VIP
C000838,11599.25,VIP
C007294,14555.25,VIP
C000602,12527.0,VIP
C009067,11824.0,VIP
C006863,11190.25,VIP
C006822,10407.75,VIP
C000887,11288.75,VIP
C003483,12265.0,VIP
C001345,9555.75,Regular
C003255,11673.75,VIP
C000559,9352.25,Regular
C008210,10851.25,VIP
C001377,12520.75,VIP
C006061,12470.0,VIP
C004216,10567.5,VIP
C005132,10175.75,VIP
C001068,12199.25,VIP
C000864,10077.5,VIP
C004955,11273.0,VIP
C008696,11627.75,VIP
C002067,10741.25,VIP
C001048,12950.25,VIP
C003453,11539.75,VIP
C007890,10686.0,VIP
C006314,10992.75,VIP
C005811,13672.25,VIP
C007527,9245.0,Regular
C008024,10853.5,VIP
C003740,11917.5,VIP
C002076,10647.0,VIP
C009080,11585.0,VIP
C002823,12109.25,VIP
C006798,8192.25,Regular
C007429,14038.25,VIP
C001280,12766.5,VIP
C007383,10316.25,VIP
C004662,11183.0,VIP
C000697,11769.5,VIP
C008924,12673.0,VIP
C004431,12375.75,VIP
C000417,12149.25,VIP
C002605,12626.75,VIP
C004388,7081.75,Regular
C004292,11241.25,VIP
C004897,11095.25,VIP
C003554,11249.5,VIP
C002975,10095.75,VIP
C001659,12893.5,VIP
C006224,10545.75,VIP
C006321,15403.25,VIP
C000773,10221.0,VIP
C003749,11307.5,VIP
C007862,12869.75,VIP
C002646,10289.5,VIP
C007975,14872.5,VIP
C005318,11653.25,VIP
C002216,12597.0,VIP
C006071,11956.75,VIP
C009015,12859.75,VIP
C008774,10216.25,VIP
C006550,13161.25,VIP
C000827,12153.5,VIP
C003224,11366.0,VIP
C002629,11665.75,VIP
C001961,11216.5,VIP
C008873,12416.5,VIP
C001231,11504.75,VIP
C007081,11016.25,VIP
C007907,12371.75,VIP
C004705,13585.75,VIP
C000537,11264.0,VIP
C006882,9131.5,Regular
C007208,10437.75,VIP
C000711,12419.5,VIP
C008490,11560.5,VIP
C007212,11246.5,VIP
C008817,12459.0,VIP
C004802,10840.0,VIP
C000462,12484.25,VIP
C002563,11154.25,VIP
C009000,12769.5,VIP
C002290,11389.75,VIP
C001956,13230.75,VIP
C009011,12799.25,VIP
C001034,10938.75,VIP
C008043,11823.5,VIP
C007676,13711.25,VIP
C007062,10795.75,VIP
C003327,9014.75,Regular
C001750,12354.25,VIP
C002899,9997.0,Regular
C008857,11563.5,VIP
C007418,9870.25,Regular
C000375,10323.75,VIP
C007099,12593.5,VIP
C007482,10205.75,VIP
C002453,9871.25,Regular
C006011,9485.0,Regular
C002696,10694.75,VIP
C002358,9925.0,Regular
C001842,12894.5,VIP
C002791,12312.5,VIP
C002207,11834.75,VIP
C004246,13687.0,VIP
C006755,14044.25,VIP
C007971,11227.75,VIP
C003472,11547.0,VIP
C001178,12484.5,VIP
C002026,13836.25,VIP
C000661,12523.5,VIP
C003854,12337.5,VIP
C006257,12594.75,VIP
C000290,11048.75,VIP
C006897,11325.75,VIP
C006400,13975.5,VIP
C006429,12125.75,VIP
C002136,13187.5,VIP
C002614,12393.5,VIP
C002445,14400.5,VIP
C008535,11402.5,VIP
C003358,12386.0,VIP
C005374,13791.25,VIP
C003566,11845.75,VIP
C008572,10496.5,VIP
C008065,11883.5,VIP
C005960,15807.25,VIP
C004620,11399.75,VIP
C008791,10819.25,VIP
C006394,11891.25,VIP
C002057,12856.5,VIP
C003843,11034.0,VIP
C005648,12033.0,VIP
C001814,10512.75,VIP
C005183,13172.25,VIP
C002281,10233.75,VIP
C009022,11012.0,VIP
C000875,10998.0,VIP
C007532,10718.5,VIP
C002243,11485.25,VIP
C005148,12695.25,VIP
C008307,15005.5,VIP
C005469,8457.25,Regular
C006130,10472.75,VIP
C006733,12212.25,VIP
C002381,10386.75,VIP
C007966,11356.25,VIP
C005056,12719.75,VIP
C000905,9856.0,Regular
C001292,12991.5,VIP
C000302,12743.75,VIP
C002001,14492.25,VIP
C000931,11398.0,VIP
C005306,11203.5,VIP
C005223,7757.25,Regular
C008973,12034.25,VIP
C007805,11302.0,VIP
C003314,10278.75,VIP
C001443,9143.0,Regular
C001857,12010.25,VIP
C005879,10988.0,VIP
C004310,10223.0,VIP
C003113,11688.25,VIP
C008115,12218.0,VIP
C008917,9457.5,Regular
C004087,14104.75,VIP
C003496,12101.5,VIP
C003898,11210.0,VIP
C003448,12430.25,VIP
C006859,11973.0,VIP
C003881,12037.75,VIP
C005973,12527.25,VIP
C000767,11247.5,VIP
C005926,14455.75,VIP
C001971,10465.0,VIP
C007839,11876.0,VIP
C007644,10632.75,VIP
C000856,10363.75,VIP
C000365,11587.75,VIP
C005639,9281.75,Regular
C007136,13808.5,VIP
C007342,12849.5,VIP
C003082,11963.25,VIP
C000600,13688.0,VIP
C007124,12345.5,VIP
C003283,8946.5,Regular
C005586,11019.75,VIP
C004470,11909.75,VIP
C003052,10714.5,VIP
C007406,11917.5,VIP
C003044,10708.25,VIP
C003830,10761.0,VIP
C003733,11475.75,VIP
C000710,9799.5,Regular
C006677,11575.25,VIP
C003011,13610.5,VIP
C009086,11128.75,VIP
C001130,13266.75,VIP
C004848,9280.5,Regular
C005542,11785.25,VIP
C002716,10245.25,VIP
C005213,9557.5,Regular
C000610,10199.75,VIP
C008048,9981.25,Regular
C005083,12863.0,VIP
C002098,10773.5,VIP
C001531,12019.75,VIP
C001455,14402.5,VIP
C008713,13520.25,VIP
C000809,11469.0,VIP
C001247,8762.75,Regular
C005704,9159.75,Regular
C003340,11264.75,VIP
C003516,9597.0,Regular
C003149,10719.5,VIP
C009172,11442.25,VIP
C008703,12668.5,VIP
C001207,10831.25,VIP
C006767,14463.0,VIP
C003878,12317.5,VIP
C002658,14368.0,VIP
C000776,14298.25,VIP
C008457,13367.0,VIP
C000639,12376.75,VIP
C004199,12349.5,VIP
C003508,13307.0,VIP
C002155,10249.75,VIP
C004228,10807.75,VIP
C000760,11742.75,VIP
C005717,10018.0,VIP
C008337,13248.0,VIP
C007301,13510.5,VIP
C005905,10696.25,VIP
C000096,13295.0,VIP
C007096,12332.5,VIP
C002438,11613.5,VIP
C000629,12803.0,VIP
C008014,12741.25,VIP
C000741,10496.25,VIP
C000088,13799.5,VIP
C007067,9314.75,Regular
C004975,9895.25,Regular
C002112,14482.5,VIP
C004700,10951.75,VIP
C002697,11977.5,VIP
C004020,9414.75,Regular
C002896,11030.0,VIP
C005504,10143.25,VIP
C005442,11537.75,VIP
C001755,11652.0,VIP
C006596,14584.75,VIP
C003247,10599.0,VIP
C002570,9928.5,Regular
C004967,11943.25,VIP
C001319,11695.25,VIP
C008927,9005.25,Regular
C001959,12458.5,VIP
C002133,12408.25,VIP
C006810,9917.0,Regular
C000312,10778.5,VIP
C006894,13674.0,VIP
C007031,13877.25,VIP
C000395,10350.75,VIP
C001142,9140.75,Regular
C008434,10917.5,VIP
C009144,9170.0,Regular
C005675,12514.5,VIP
C005377,10462.25,VIP
C006042,12102.25,VIP
C000340,11941.75,VIP
C006383,11146.0,VIP
C001688,10819.5,VIP
C002204,11383.25,VIP
C009137,12491.5,VIP
C009079,12332.25,VIP
C003945,12197.0,VIP
C005242,13438.75,VIP
C009160,11772.75,VIP
C002737,11764.75,VIP
C007544,9694.25,Regular
C002380,12464.0,VIP
C008091,12705.0,VIP
C002440,9768.75,Regular
C001248,11050.75,VIP
C002851,12466.0,VIP
C000926,13324.0,VIP
C006367,11808.5,VIP
C004709,13424.25,VIP
C001828,11276.5,VIP
C008326,12097.75,VIP
C006225,9352.5,Regular
C006207,9960.0,Regular
C005283,10774.75,VIP
C002261,10716.5,VIP
C004336,12475.0,VIP
C006758,9522.0,Regular
C006975,12289.0,VIP
C008316,13158.5,VIP
C004944,12012.75,VIP
C004894,9470.0,Regular
C000521,10819.25,VIP
C007378,11424.5,VIP
C004381,12907.5,VIP
C003567,13052.0,VIP
C000862,12132.0,VIP
C006176,12107.5,VIP
C009021,9464.75,Regular
C001723,11905.75,VIP
C006917,9503.0,Regular
C002550,12164.5,VIP
C005194,12823.25,VIP
C006430,11686.0,VIP
C003628,10250.75,VIP
C002972,9821.25,Regular
C004421,11962.5,VIP
C000872,11115.25,VIP
C007587,11154.5,VIP
C004082,9492.0,Regular
C008424,11521.5,VIP
C006466,12859.5,VIP
C005825,12253.5,VIP
C003916,11974.5,VIP
C003630,12605.25,VIP
C002373,9329.5,Regular
C005685,13729.25,VIP
C003540,12668.75,VIP
C001011,12322.75,VIP
C002671,11426.75,VIP
C003094,12256.25,VIP
C007494,11984.0,VIP
C004637,10662.5,VIP
C007484,11476.5,VIP
C005992,12353.25,VIP
C006247,11116.5,VIP
C001380,13240.5,VIP
C003203,12508.5,VIP
C006874,13716.0,VIP
C001036,11735.25,VIP
C006712,15215.25,VIP
C006801,10605.75,VIP
C005743,13867.0,VIP
C007519,11286.75,VIP
C007018,11312.0,VIP
C002388,11102.0,VIP
C005860,11538.25,VIP
C007241,11959.0,VIP
C004356,10218.5,VIP
C001741,11849.0,VIP
C005612,10060.25,VIP
C001364,10478.25,VIP
C004820,13586.25,VIP
C007505,11188.5,VIP
C007701,9106.0,Regular
C006442,11003.75,VIP
C005209,12542.0,VIP
C000562,14383.5,VIP
C004875,11638.25,VIP
C007562,10955.75,VIP
C005451,10223.0,VIP
C001831,12124.75,VIP
C002108,11377.25,VIP
C007459,11297.5,VIP
C003809,11723.5,VIP
C006643,12218.25,VIP
C002470,10439.25,VIP
C005608,12392.0,VIP
C007445,11174.75,VIP
C005877,12809.0,VIP
C003950,11729.25,VIP
C007360,10597.75,VIP
C001937,11701.0,VIP
C001924,10895.25,VIP
C001412,9838.5,Regular
C005366,10165.25,VIP
C004151,10288.25,VIP
C007878,11002.5,VIP
C008658,9816.25,Regular
C007469,11877.25,VIP
C005104,11857.25,VIP
C004508,9419.75,Regular
C007729,11229.0,VIP
C000145,11068.25,VIP
C008668,10957.75,VIP
C007868,12087.5,VIP
C006168,10968.75,VIP
C002530,10204.25,VIP
C004366,11276.5,VIP
C002300,11797.25,VIP
C001558,12112.25,VIP
C004831,11771.5,VIP
C001698,13500.5,VIP
C004677,14194.0,VIP
C005481,12185.0,VIP
C003548,10562.0,VIP
C007322,11149.5,VIP
C006455,13204.25,VIP
C001301,13196.0,VIP
C009190,12706.25,VIP
C002968,16006.5,VIP
C001391,15121.0,VIP
C006417,12536.75,VIP
C001732,10587.75,VIP
C000390,11107.0,VIP
C005988,11933.0,VIP
C004451,11517.75,VIP
C004858,12617.25,VIP
C008981,9996.75,Regular
C001496,11195.25,VIP
C004441,13584.75,VIP
C003433,12801.75,VIP
C008912,9985.75,Regular
C006344,11278.0,VIP
C001906,12016.25,VIP
C002812,11962.5,VIP
C003753,12562.25,VIP
C000024,10315.75,VIP
C007188,13610.25,VIP
C002191,11136.75,VIP
C005113,11613.25,VIP
C002329,10760.5,VIP
C002590,10957.75,VIP
C002761,11231.75,VIP
C007785,12133.75,VIP
C007605,10784.75,VIP
C002903,10517.0,VIP
C003849,11766.0,VIP
C007198,10899.0,VIP
C001029,12202.0,VIP
C005153,13370.25,VIP
C000897,12117.0,VIP
C006439,7888.0,Regular
C002086,13831.5,VIP
C008866,12421.0,VIP
C007437,12175.0,VIP
C006728,11801.25,VIP
C007303,9128.5,Regular
C003363,13635.75,VIP
C006360,11495.25,VIP
C005386,12092.25,VIP
C004282,10140.25,VIP
C001115,11997.5,VIP
C003967,13087.25,VIP
C002302,11958.75,VIP
C004726,10187.75,VIP
C002356,12181.75,VIP
C001067,10546.25,VIP
C000551,12039.75,VIP
C001210,12623.25,VIP
C006210,9831.5,Regular
C006064,11621.75,VIP
C006793,10232.25,VIP
C007913,11631.25,VIP
C005099,11853.25,VIP
C003501,9132.0,Regular
C002073,11111.75,VIP
C005413,11159.0,VIP
C005924,12435.5,VIP
C003797,10546.5,VIP
C008215,11590.25,VIP
C000186,9506.5,Regular
C006099,9648.0,Regular
C006077,10633.0,VIP
C007881,7700.0,Regular
C005403,13212.25,VIP
C002228,10971.75,VIP
C000067,11448.75,VIP
C002667,12273.5,VIP
C006739,10853.25,VIP
C005785,8965.75,Regular
C003814,11982.25,VIP
C006778,13742.0,VIP
C002647,12004.25,VIP
C001608,12106.75,VIP
C007173,11899.75,VIP
C001033,12196.25,VIP
C008271,10684.5,VIP
C002456,9474.75,Regular
C003614,11888.0,VIP
C007085,11879.25,VIP
C007500,15973.75,VIP
C002624,9932.25,Regular
C007336,13029.0,VIP
C001740,11426.75,VIP
C000381,11916.75,VIP
C008771,11575.75,VIP
C007288,11447.5,VIP
C007244,9741.75,Regular
C005865,10960.25,VIP
C001281,11026.0,VIP
C007252,12791.25,VIP
C008921,11649.5,VIP
C007458,12848.0,VIP
C001815,10017.75,VIP
C006864,13794.75,VIP
C007380,11963.25,VIP
C005822,11740.75,VIP
C004327,11896.0,VIP
C006242,11141.75,VIP
C006443,12085.75,VIP
C008874,11875.5,VIP
C003095,14119.25,VIP
C001546,12713.5,VIP
C002929,11691.75,VIP
C007732,12855.25,VIP
C000102,10784.5,VIP
C005315,15373.0,VIP
C008386,12923.0,VIP
C000065,12864.25,VIP
C000627,10927.5,VIP
C007691,11312.5,VIP
C005009,11716.25,VIP
C000576,12116.0,VIP
C003005,12574.0,VIP
C006405,9043.5,Regular
C004729,13266.75,VIP
C000660,10437.25,VIP
C008653,10192.75,VIP
C008796,10519.5,VIP
C002959,11717.75,VIP
C000443,10043.0,VIP
C009033,11543.75,VIP
C001168,13833.25,VIP
C005605,10590.5,VIP
C004519,10997.5,VIP
C005173,12029.75,VIP
C000530,11347.75,VIP
C004144,11617.5,VIP
C002105,8562.5,Regular
C004973,9036.75,Regular
C001650,10198.25,VIP
C007109,11671.5,VIP
C007481,11174.75,VIP
C005297,11263.75,VIP
C008884,10163.75,VIP
C001793,13254.75,VIP
C007321,12691.0,VIP
C000487,11942.75,VIP
C002090,11003.0,VIP
C008476,9591.0,Regular
C003553,10011.75,VIP
C003439,11918.75,VIP
C008509,11014.75,VIP
C004361,11973.5,VIP
C001511,13733.75,VIP
C003992,12199.25,VIP
C007113,13250.75,VIP
C007802,14529.5,VIP
C008604,13337.5,VIP
C001457,10684.75,VIP
C005305,11556.5,VIP
C008542,12744.0,VIP
C007810,11802.5,VIP
C004277,10848.0,VIP
C004014,13058.5,VIP
C000151,11921.0,VIP
C006271,9732.0,Regular
C008955,13972.25,VIP
C002196,10549.0,VIP
C009178,11878.25,VIP
C006000,12059.0,VIP
C002081,12101.75,VIP
C007352,12513.75,VIP
C008493,11159.25,VIP
C001499,12083.75,VIP
C005720,13140.5,VIP
C001645,12333.75,VIP
C003299,10044.5,VIP
C003840,12354.25,VIP
C003857,11917.0,VIP
C003473,11592.5,VIP
C000074,11233.75,VIP
C000253,12047.0,VIP
C003758,8763.5,Regular
C003569,11206.75,VIP
C005360,11531.5,VIP
C000179,10642.5,VIP
C002523,11376.0,VIP
C003908,9569.75,Regular
C004935,10461.5,VIP
C002135,9273.5,Regular
C006324,11763.0,VIP
C003600,12166.5,VIP
C005959,13375.75,VIP
C007649,12317.0,VIP
C004590,10703.0,VIP
C009119,11470.0,VIP
C003223,10472.5,VIP
C005143,11214.25,VIP
C002446,13630.75,VIP
C008747,8736.75,Regular
C005834,11905.25,VIP
C001396,11942.5,VIP
C003964,10774.75,VIP
C005180,10604.25,VIP
C002053,11263.25,VIP
C001735,9522.0,Regular
C000851,12117.25,VIP
C005448,11656.75,VIP
C002556,13900.0,VIP
C006698,14586.75,VIP
C005552,11362.75,VIP
C005418,10903.0,VIP
C006268,10509.25,VIP
C005921,10008.5,VIP
C004896,12470.5,VIP
C007164,11572.5,VIP
C002240,10872.75,VIP
C005406,9395.75,Regular
C008300,11971.5,VIP
C001946,12120.75,VIP
C006335,11104.0,VIP
C008712,12136.25,VIP
C008583,10582.5,VIP
C002167,12613.5,VIP
C003807,12816.0,VIP
C001183,11482.5,VIP
C004497,14907.5,VIP
C001437,11668.5,VIP
C003537,11476.25,VIP
C000689,10750.0,VIP
C004980,13741.5,VIP
C002428,10396.75,VIP
C006317,12099.25,VIP
C000200,9389.75,Regular
C006054,12492.5,VIP
C007727,9346.25,Regular
C008298,12640.25,VIP
C008662,8395.25,Regular
C001027,13143.75,VIP
C001996,11973.75,VIP
C007091,13135.0,VIP
C007988,10206.25,VIP
C005465,8907.5,Regular
C002987,10562.25,VIP
C007128,12402.75,VIP
C004903,10747.5,VIP
C000934,11714.0,VIP
C005621,12263.0,VIP
C009050,11898.25,VIP
C002713,11910.0,VIP
C004849,11512.25,VIP
C003276,9017.5,Regular
C004206,11276.25,VIP
C005592,10067.0,VIP
C002330,10054.75,VIP
C005937,11032.0,VIP
C003732,12336.25,VIP
C005808,9835.5,Regular
C002087,10609.5,VIP
C000808,12790.0,VIP
C008864,12052.25,VIP
C006896,12492.25,VIP
C001760,10471.0,VIP
C000819,8865.0,Regular
C008586,11436.25,VIP
C007145,10381.0,VIP
C007784,12063.75,VIP
C004414,9413.0,Regular
C002170,12020.75,VIP
C006751,12421.0,VIP
C000916,11434.75,VIP
C002480,10335.75,VIP
C000701,12493.75,VIP
C008003,12146.5,VIP
C007070,11025.75,VIP
C003657,9476.0,Regular
C006565,12660.0,VIP
C000763,12736.25,VIP
C005164,11132.75,VIP
C006166,11831.0,VIP
C000978,10739.5,VIP
C007078,10597.25,VIP
C003190,11782.25,VIP
C008180,14493.0,VIP
C000322,10211.75,VIP
C006191,11866.25,VIP
C000213,10134.0,VIP
C005532,11375.5,VIP
C007478,12769.5,VIP
C004392,8796.0,Regular
C001560,9644.5,Regular
C005904,13856.75,VIP
C005610,10521.75,VIP
C000470,13132.0,VIP
C004004,11076.0,VIP
C003415,11037.5,VIP
C002334,9624.25,Regular
C001988,9599.25,Regular
C008966,10853.25,VIP
C005019,11585.75,VIP
C009132,11413.75,VIP
C002291,13028.25,VIP
C006706,9440.25,Regular
C006175,12138.0,VIP
C007618,12698.25,VIP
C007687,12298.0,VIP
C008175,12072.25,VIP
C009078,10091.5,VIP
C007961,10975.5,VIP
C002079,12739.25,VIP
C001258,11491.5,VIP
C001158,13104.5,VIP
C006795,10643.5,VIP
C001220,10146.5,VIP
C004187,10720.25,VIP
C000244,11252.75,VIP
C006015,12067.75,VIP
C005043,11203.25,VIP
C007417,11999.5,VIP
C007746,12254.75,VIP
C009189,11514.5,VIP
C008441,11035.25,VIP
C006003,11388.0,VIP
C005634,10580.75,VIP
C007633,8590.5,Regular
C003953,11243.5,VIP
C001386,14360.5,VIP
C006366,12871.0,VIP
C002063,12160.0,VIP
C001671,10002.0,VIP
C003294,12333.0,VIP
C004610,11408.5,VIP
C002250,8689.5,Regular
C001489,12889.25,VIP
C001372,11560.0,VIP
C009043,13385.75,VIP
C004030,13334.25,VIP
C003903,13013.0,VIP
C006789,13170.25,VIP
C008630,11284.5,VIP
C003265,8379.5,Regular
C007273,10569.5,VIP
C007211,10711.75,VIP
C005863,9830.0,Regular
C002736,11909.75,VIP
C001429,9723.75,Regular
C002217,12155.25,VIP
C005696,13118.75,VIP
C006183,12065.25,VIP
C005562,9593.75,Regular
C004926,7809.5,Regular
C002966,10875.5,VIP
C004952,9923.75,Regular
C000777,12427.75,VIP
C003576,11817.25,VIP
C001710,11512.25,VIP
C008685,10350.25,VIP
C003458,11617.5,VIP
C001338,11978.0,VIP
C001340,9622.5,Regular
C003488,11051.25,VIP
C001825,9469.25,Regular
C004164,10251.75,VIP
C005264,12170.25,VIP
C008423,11638.75,VIP
C004386,11325.75,VIP
C005816,10891.25,VIP
C005216,11016.0,VIP
C000526,14369.5,VIP
C004941,10771.5,VIP
C002322,10934.75,VIP
C008133,10222.5,VIP
C008315,11078.5,VIP
C001194,9194.25,Regular
C002064,14558.25,VIP
C006916,9950.25,Regular
C000038,9940.25,Regular
C005193,12810.5,VIP
C006204,10765.75,VIP
C007100,9817.75,Regular
C002729,9921.25,Regular
C007574,11272.75,VIP
C003116,13268.0,VIP
C006322,10394.5,VIP
C006275,13182.5,VIP
C001232,13313.25,VIP
C004678,13149.25,VIP
C004422,11605.75,VIP
C001400,10077.5,VIP
C002630,12131.0,VIP
C007499,12696.25,VIP
C001934,9831.75,Regular
C006738,11972.75,VIP
C000148,11298.25,VIP
C006072,12003.25,VIP
C006351,9030.5,Regular
C002260,11977.5,VIP
C002608,10425.25,VIP
C005317,12977.5,VIP
C008202,12138.0,VIP
C001092,11464.0,VIP
C001889,10313.0,VIP
C000565,14186.25,VIP
C006445,12771.0,VIP
C001014,10241.75,VIP
C006937,12306.5,VIP
C001799,14181.75,VIP
C004764,12049.25,VIP
C008068,14025.25,VIP
C003349,8975.5,Regular
C001925,13012.0,VIP
C005237,14028.25,VIP
C005934,15030.0,VIP
C007361,11153.25,VIP
C006067,12647.5,VIP
C007015,12855.0,VIP
C007867,10532.75,VIP
C008185,10852.75,VIP
C000577,11248.75,VIP
C002568,10561.75,VIP
C001026,11557.25,VIP
C006051,10591.5,VIP
C002194,11972.75,VIP
C002016,11348.25,VIP
C006454,10696.75,VIP
C002450,10986.5,VIP
C007021,14266.75,VIP
C005101,14525.5,VIP
C005662,10661.0,VIP
C007947,10191.5,VIP
C004401,11707.5,VIP
C005963,12797.25,VIP
C003690,12521.0,VIP
C000057,10631.5,VIP
C000567,11565.0,VIP
C007263,11765.75,VIP
C004983,9084.25,Regular
C006811,12561.75,VIP
C001763,10519.0,VIP
C007456,11564.25,VIP
C003917,14856.25,VIP
C006887,9063.0,Regular
C006332,10836.0,VIP
C002751,11237.0,VIP
C007464,9615.75,Regular
C007711,10993.25,VIP
C004869,11278.5,VIP
C003158,13390.5,VIP
C005607,12037.5,VIP
C004948,12934.0,VIP
C006560,12633.25,VIP
C007193,12507.25,VIP
C002406,12584.25,VIP
C000461,8767.75,Regular
C005695,13930.25,VIP
C007792,10618.0,VIP
C005649,12543.25,VIP
C008659,11295.75,VIP
C004285,10190.25,VIP
C007185,12407.75,VIP
C004621,11570.75,VIP
C003794,12242.25,VIP
C001713,10999.75,VIP
C008129,11870.75,VIP
C002535,9601.5,Regular
C006970,9846.75,Regular
C001112,11749.25,VIP
C005730,10793.25,VIP
C000221,10691.5,VIP
C008172,9682.75,Regular
C001390,11879.0,VIP
C004347,10783.25,VIP
C006254,12250.75,VIP
C005631,11329.25,VIP
C006680,9862.5,Regular
C003366,10747.0,VIP
C006006,10062.75,VIP
C001909,10065.25,VIP
C003182,10183.25,VIP
C007276,12479.75,VIP
C001785,12033.5,VIP
C008548,14439.5,VIP
C005793,9969.25,Regular
C007434,9331.25,Regular
C007310,13073.5,VIP
C004713,10892.75,VIP
C001993,9595.5,Regular
C001872,8734.5,Regular
C003029,10369.0,VIP
C004778,10926.0,VIP
C001383,10506.5,VIP
C002982,13528.75,VIP
C002326,9001.75,Regular
C002726,10351.5,VIP
C008229,10180.0,VIP
C005068,12120.25,VIP
C006094,10004.25,VIP
C003447,11093.25,VIP
C008969,12833.75,VIP
C006410,11131.0,VIP
C001245,12271.25,VIP
C001062,11357.75,VIP
C005114,10851.75,VIP
C006777,9708.75,Regular
C008376,12076.75,VIP
C004996,9942.25,Regular
C008531,10734.75,VIP
C004651,12203.75,VIP
C003504,11289.5,VIP
C008365,10583.25,VIP
C002794,11602.25,VIP
C007910,12051.75,VIP
C003893,12231.0,VIP
C003681,13423.5,VIP
C002688,10412.5,VIP
C002344,12373.0,VIP
C005034,13682.5,VIP
C006330,11652.25,VIP
C002176,11636.75,VIP
C008717,14043.75,VIP
C001206,10424.25,VIP
C004608,12511.5,VIP
C005424,10198.5,VIP
C005545,7985.0,Regular
C006762,11363.75,VIP
C006482,12041.25,VIP
C003774,14294.25,VIP
C003625,10895.25,VIP
C006978,9822.5,Regular
C005436,12373.0,VIP
C009106,12894.75,VIP
C002189,9577.0,Regular
C005311,11916.5,VIP
C008707,10727.0,VIP
C000336,10043.25,VIP
C007221,11125.75,VIP
C008797,11426.25,VIP
C009064,11576.5,VIP
C003166,9603.5,Regular
C002152,10641.5,VIP
C008787,12116.0,VIP
C008452,12693.25,VIP
C000105,12855.5,VIP
C003136,12417.0,VIP
C005598,8053.0,Regular
C009052,10334.25,VIP
C006678,11176.75,VIP
C003877,10054.0,VIP
C000613,10296.0,VIP
C003301,12703.0,VIP
C004269,9832.75,Regular
C003470,11895.0,VIP
C003043,11525.5,VIP
C003511,12103.75,VIP
C003615,13360.5,VIP
C004475,11408.75,VIP
C005701,11450.5,VIP
C002617,12726.25,VIP
C004976,11629.75,VIP
C002161,9226.0,Regular
C000436,12915.25,VIP
C007696,12977.0,VIP
C000411,13861.0,VIP
C008706,10291.5,VIP
C002889,10586.0,VIP
C004962,11657.75,VIP
C007093,10254.25,VIP
