customer_key,first_purchase,last_purchase
C004064,2014-02-03 11:02:00,2020-12-22 14:16:00
C006567,2014-02-18 09:05:00,2021-01-21 10:09:00
C006472,2014-02-04 20:24:00,2020-12-24 13:37:00
C004433,2014-02-04 09:33:00,2020-11-28 20:37:00
C004781,2014-01-21 01:01:00,2021-01-10 16:52:00
C002594,2014-01-26 17:17:00,2020-12-28 02:46:00
C007781,2014-01-20 14:06:00,2020-12-29 05:30:00
C008578,2014-02-24 08:57:00,2021-01-15 08:07:00
C000914,2014-03-17 04:35:00,2021-01-02 11:14:00
C007153,2014-02-04 00:36:00,2021-01-12 11:03:00
C002089,2014-01-31 13:46:00,2020-12-27 00:33:00
C000825,2014-01-22 10:31:00,2021-01-08 17:36:00
C001948,2014-02-04 20:49:00,2021-01-10 20:47:00
C008710,2014-01-25 13:53:00,2021-01-19 12:43:00
C004564,2014-03-03 16:45:00,2021-01-19 07:49:00
C000983,2014-02-05 21:19:00,2021-01-12 08:59:00
C002719,2014-01-27 04:58:00,2020-11-28 05:55:00
C002070,2014-02-01 15:51:00,2021-01-11 12:27:00
C004232,2014-03-25 19:27:00,2021-01-02 08:34:00
C008588,2014-01-25 06:18:00,2021-01-02 23:22:00
C005700,2014-01-31 14:27:00,2021-01-16 19:10:00
C004576,2014-02-15 04:14:00,2020-12-31 16:46:00
C007143,2014-01-24 00:27:00,2021-01-22 10:31:00
C003738,2014-03-17 04:35:00,2021-01-18 17:46:00
C006670,2014-03-07 14:53:00,2021-01-17 18:59:00
C001349,2014-01-22 23:56:00,2021-01-11 23:36:00
C002565,2014-04-19 22:35:00,2021-01-06 05:45:00
C000703,2014-04-03 16:07:00,2020-12-29 15:59:00
C002474,2014-01-21 09:34:00,2020-12-28 01:34:00
C002739,2014-04-04 17:07:00,2020-12-06 20:44:00
C006552,2014-01-21 06:51:00,2021-01-03 05:07:00
C007737,2014-01-22 13:12:00,2020-12-26 12:36:00
C001222,2014-02-01 23:23:00,2020-12-23 14:13:00
C002514,2014-01-29 17:31:00,2021-01-15 13:10:00
C002743,2014-01-21 03:21:00,2020-11-26 05:52:00
C003861,2014-01-25 12:15:00,2021-01-19 07:49:00
C003552,2014-01-29 20:31:00,2020-12-26 03:20:00
C006337,2014-02-14 08:05:00,2021-01-04 10:57:00
C008001,2014-01-29 19:08:00,2020-11-22 00:18:00
C006193,2014-02-21 19:44:00,2021-01-14 03:34:00
C008011,2014-02-02 22:15:00,2020-10-25 11:14:00
C001578,2014-02-05 21:37:00,2020-12-12 09:50:00
C002451,2014-01-22 02:57:00,2021-01-15 16:06:00
C006580,2014-02-01 05:17:00,2020-12-29 04:18:00
C001108,2014-01-22 03:14:00,2021-01-20 19:44:00
C006497,2014-02-04 06:39:00,2020-12-31 23:01:00
C000531,2014-03-01 10:12:00,2020-12-27 15:04:00
C000377,2014-01-23 12:19:00,2021-01-18 20:24:00
C004501,2014-02-14 22:44:00,2020-11-20 18:23:00
C003789,2014-01-29 12:38:00,2020-10-18 14:12:00
C007635,2014-01-30 19:18:00,2020-11-22 15:47:00
C000588,2014-02-16 07:22:00,2021-01-17 09:55:00
C000472,2014-02-13 20:28:00,2021-01-08 12:54:00
C006201,2014-01-24 03:39:00,2021-01-09 10:33:00
C007299,2014-01-21 02:18:00,2020-12-30 10:43:00
C000605,2014-01-27 02:26:00,2021-01-21 02:39:00
C004932,2014-02-14 04:29:00,2020-12-28 06:52:00
C009013,2014-03-11 21:31:00,2021-01-19 17:59:00
C006364,2014-01-31 21:23:00,2021-01-21 02:39:00
C003056,2014-02-17 17:53:00,2020-12-16 19:34:00
C004995,2014-02-10 20:59:00,2021-01-14 02:26:00
C002024,2014-02-06 02:06:00,2021-01-14 02:19:00
C005304,2014-01-24 23:54:00,2020-11-28 20:18:00
C006238,2014-02-13 18:33:00,2020-12-10 18:09:00
C007392,2014-02-21 12:27:00,2021-01-17 12:15:00
C004139,2014-03-20 22:16:00,2021-01-17 19:18:00
C001256,2014-02-06 18:26:00,2020-11-25 04:48:00
C007658,2014-01-30 14:08:00,2020-12-17 15:46:00
C001119,2014-01-28 09:06:00,2020-12-31 19:45:00
C003031,2014-01-25 19:41:00,2020-10-18 00:57:00
C003667,2014-01-22 04:25:00,2021-01-08 17:36:00
C007424,2014-01-31 10:46:00,2021-01-17 11:18:00
C002391,2014-02-08 17:17:00,2021-01-17 03:32:00
C005511,2014-02-07 22:05:00,2021-01-15 09:36:00
C006664,2014-02-05 18:00:00,2021-01-10 03:38:00
C006392,2014-01-23 02:19:00,2020-12-22 17:05:00
C004600,2014-01-21 21:24:00,2021-01-11 12:51:00
C003942,2014-03-15 12:46:00,2020-12-21 06:28:00
C003972,2014-01-29 03:14:00,2020-10-27 18:14:00
C001812,2014-01-22 06:33:00,2020-12-31 04:21:00
C007826,2014-02-21 04:22:00,2021-01-05 03:57:00
C009076,2014-02-19 15:36:00,2021-01-16 01:14:00
C005372,2014-01-22 04:37:00,2021-01-15 11:15:00
C007734,2014-02-26 15:21:00,2020-12-02 18:52:00
C000713,2014-03-02 22:01:00,2021-01-19 08:40:00
C004920,2014-02-03 05:13:00,2021-01-19 15:18:00
C005789,2014-01-29 17:36:00,2021-01-16 13:00:00
C004883,2014-02-17 14:28:00,2021-01-21 07:33:00
C000993,2014-02-16 00:46:00,2020-11-18 17:00:00
C007217,2014-01-30 10:40:00,2021-01-13 12:21:00
C001408,2014-04-03 16:07:00,2020-12-12 20:39:00
C003901,2014-02-20 17:59:00,2020-12-17 17:57:00
C006027,2014-02-04 00:08:00,2021-01-10 14:14:00
C002627,2014-01-22 21:28:00,2021-01-03 14:47:00
C009149,2014-02-09 01:01:00,2021-01-04 05:41:00
C007357,2014-01-30 11:06:00,2021-01-21 19:12:00
C004307,2014-02-11 01:34:00,2021-01-13 04:41:00
C005218,2014-02-13 18:17:00,2021-01-19 06:35:00
C008348,2014-01-21 05:46:00,2020-11-16 05:50:00
C009121,2014-01-21 19:43:00,2021-01-06 04:59:00
C005583,2014-02-09 22:00:00,2021-01-14 22:43:00
C002936,2014-01-29 02:16:00,2021-01-17 07:30:00
C006459,2014-01-26 00:14:00,2021-01-17 08:01:00
C002985,2014-03-14 10:03:00,2021-01-17 01:04:00
C006461,2014-01-29 01:36:00,2020-12-16 11:09:00
C005958,2014-02-18 09:33:00,2020-12-29 10:13:00
C005590,2014-02-28 07:34:00,2020-09-21 20:18:00
C009014,2014-01-28 00:29:00,2021-01-15 00:24:00
C003456,2014-02-12 02:26:00,2021-01-01 09:22:00
C005555,2014-03-22 05:13:00,2020-12-17 13:49:00
C006914,2014-03-11 08:28:00,2021-01-22 18:52:00
C000873,2014-01-25 06:18:00,2021-01-18 05:59:00
C006083,2014-03-03 21:39:00,2021-01-15 02:07:00
C007609,2014-02-06 03:16:00,2021-01-02 16:07:00
C006549,2014-02-07 22:01:00,2021-01-22 20:24:00
C001720,2014-02-13 14:33:00,2020-12-13 23:25:00
C006013,2014-02-02 02:40:00,2021-01-12 07:54:00
C000865,2014-02-08 09:01:00,2021-01-16 02:24:00
C006127,2014-01-21 05:46:00,2021-01-13 14:15:00
C000363,2014-02-26 14:50:00,2020-12-28 19:20:00
C009090,2014-02-02 05:48:00,2021-01-12 04:52:00
C006285,2014-03-07 19:30:00,2021-01-14 17:54:00
C001660,2014-01-30 18:07:00,2020-12-30 22:03:00
C004660,2014-01-24 20:09:00,2020-12-23 09:30:00
C007509,2014-04-13 10:41:00,2020-12-27 14:14:00
C008356,2014-05-08 03:46:00,2021-01-21 09:14:00
C004007,2014-02-09 01:33:00,2021-01-10 23:22:00
C006161,2014-02-05 12:17:00,2021-01-08 05:16:00
C002602,2014-01-26 00:14:00,2021-01-19 04:31:00
C005544,2014-02-05 03:40:00,2020-12-20 08:15:00
C008925,2014-02-27 03:29:00,2021-01-14 12:20:00
C006921,2014-03-20 21:08:00,2021-01-19 15:17:00
C002376,2014-02-07 03:48:00,2020-12-22 01:18:00
C008532,2014-02-20 14:16:00,2020-12-24 12:39:00
C004355,2014-02-14 06:53:00,2021-01-21 21:04:00
C006505,2014-02-04 13:07:00,2021-01-06 05:30:00
C005319,2014-02-13 21:56:00,2021-01-19 06:35:00
C001819,2014-01-30 09:59:00,2021-01-14 01:25:00
C002689,2014-02-04 20:24:00,2021-01-07 22:05:00
C005500,2014-01-28 00:29:00,2021-01-20 22:14:00
C003680,2014-02-07 02:07:00,2020-12-14 21:12:00
C003114,2014-02-16 06:43:00,2020-12-15 13:09:00
C007428,2014-02-17 12:52:00,2021-01-06 23:57:00
C000047,2014-03-07 22:35:00,2020-12-07 22:49:00
C004961,2014-02-06 23:46:00,2021-01-22 16:51:00
C004312,2014-02-23 08:15:00,2021-01-10 03:39:00
C006535,2014-02-06 07:41:00,2020-12-30 05:49:00
C003337,2014-03-17 23:33:00,2021-01-21 01:22:00
C007976,2014-02-23 23:15:00,2020-12-24 10:39:00
C006529,2014-01-26 04:14:00,2020-12-06 05:15:00
C002643,2014-02-09 06:15:00,2021-01-14 12:05:00
C001604,2014-01-26 13:15:00,2020-12-01 08:37:00
C001923,2014-01-31 05:09:00,2020-12-20 22:31:00
C008870,2014-01-21 15:23:00,2020-12-28 16:18:00
C003193,2014-03-19 16:38:00,2020-12-30 12:30:00
C007906,2014-01-25 08:47:00,2020-11-17 14:38:00
C007201,2014-02-11 01:26:00,2020-11-22 08:23:00
C006092,2014-03-11 09:25:00,2020-12-19 05:40:00
C003866,2014-02-17 12:52:00,2021-01-04 03:49:00
C004415,2014-01-26 20:33:00,2021-01-06 14:37:00
C002153,2014-02-21 12:27:00,2021-01-20 18:19:00
C006956,2014-02-03 20:15:00,2020-12-30 18:11:00
C001744,2014-03-08 09:20:00,2020-07-07 21:09:00
C001361,2014-02-04 17:45:00,2021-01-15 09:46:00
C006675,2014-02-16 06:52:00,2020-12-31 04:21:00
C005615,2014-02-01 05:21:00,2020-12-18 09:46:00
C002695,2014-01-30 15:12:00,2021-01-15 06:45:00
C000794,2014-01-31 05:31:00,2020-12-27 00:10:00
C000385,2014-01-23 13:19:00,2020-12-16 21:44:00
C002096,2014-01-28 07:17:00,2020-12-13 06:16:00
C005961,2014-03-04 00:52:00,2021-01-04 10:28:00
C005450,2014-02-17 17:34:00,2021-01-14 16:21:00
C001010,2014-02-18 09:32:00,2020-12-26 15:32:00
C000516,2014-01-24 17:49:00,2021-01-22 14:15:00
C000534,2014-01-21 04:54:00,2021-01-12 15:00:00
C002527,2014-02-11 23:17:00,2020-12-02 16:21:00
C001579,2014-02-22 01:48:00,2021-01-11 07:51:00
C001462,2014-03-11 11:56:00,2021-01-21 16:44:00
C000569,2014-02-07 02:07:00,2020-12-29 06:14:00
C007877,2014-03-15 13:49:00,2020-12-28 06:52:00
C008335,2014-01-25 06:09:00,2021-01-07 19:55:00
C006765,2014-01-22 02:57:00,2021-01-20 23:44:00
C006871,2014-02-09 17:26:00,2020-12-17 02:20:00
C001148,2014-02-05 12:17:00,2020-11-01 11:44:00
C008657,2014-02-06 05:57:00,2020-10-27 01:59:00
C003610,2014-01-26 00:39:00,2020-12-22 12:35:00
C000946,2014-01-30 08:54:00,2021-01-06 03:30:00
C003328,2014-01-29 04:46:00,2020-12-26 13:57:00
C003435,2014-01-31 04:21:00,2020-11-25 13:39:00
C004106,2014-03-23 15:59:00,2021-01-20 06:44:00
C003009,2014-03-11 05:31:00,2021-01-08 07:09:00
C005349,2014-01-22 00:42:00,2020-12-28 08:40:00
C004169,2014-02-06 15:41:00,2021-01-14 23:31:00
C007677,2014-04-14 12:32:00,2021-01-16 09:36:00
C007949,2014-01-28 14:09:00,2020-12-25 15:26:00
C005609,2014-01-22 06:33:00,2021-01-11 09:06:00
C001031,2014-02-07 09:16:00,2021-01-20 18:41:00
C007340,2014-01-30 15:12:00,2020-12-26 07:55:00
C003748,2014-02-13 18:23:00,2021-01-17 03:09:00
C002898,2014-01-27 09:50:00,2020-12-11 03:40:00
C001957,2014-01-23 05:16:00,2021-01-01 16:25:00
C000240,2014-02-22 13:49:00,2021-01-03 09:17:00
C005819,2014-03-25 14:52:00,2021-01-17 07:30:00
C001077,2014-01-22 00:42:00,2021-01-20 07:25:00
C002206,2014-01-30 19:27:00,2020-11-28 05:55:00
C001354,2014-01-21 20:50:00,2021-01-21 13:55:00
C003364,2014-04-15 04:48:00,2021-01-20 22:14:00
C003844,2014-01-21 06:50:00,2021-01-14 02:19:00
C001649,2014-01-29 22:07:00,2021-01-20 23:44:00
C001061,2014-01-22 10:03:00,2021-01-08 03:38:00
C005050,2014-01-26 03:40:00,2021-01-03 14:47:00
C004550,2014-02-07 10:16:00,2021-01-09 14:22:00
C000257,2014-02-11 19:08:00,2021-01-08 22:23:00
C008249,2014-03-03 07:35:00,2020-11-15 18:43:00
C002244,2014-01-27 02:17:00,2021-01-08 17:36:00
C001470,2014-02-12 20:04:00,2021-01-20 18:10:00
C007249,2014-01-21 05:46:00,2021-01-19 15:18:00
C003853,2014-02-11 10:23:00,2021-01-15 09:36:00
C005375,2014-02-12 07:04:00,2020-11-15 06:06:00
C008573,2014-02-15 23:46:00,2021-01-09 18:30:00
C007555,2014-02-27 10:05:00,2021-01-06 08:08:00
C000215,2014-01-20 18:15:00,2020-10-25 09:57:00
C001179,2014-01-22 20:53:00,2021-01-19 19:23:00
C001529,2014-01-21 05:56:00,2020-11-01 21:49:00
C002613,2014-02-11 05:53:00,2021-01-19 20:36:00
C003477,2014-02-21 08:48:00,2021-01-06 12:16:00
C005134,2014-02-12 20:30:00,2021-01-07 23:58:00
C008199,2014-03-12 07:48:00,2020-12-16 12:41:00
C006709,2014-03-07 14:48:00,2020-11-13 04:24:00
C002192,2014-01-26 10:17:00,2021-01-21 00:10:00
C002056,2014-01-21 15:53:00,2020-12-19 02:17:00
C002701,2014-01-25 11:19:00,2021-01-01 06:21:00
C002382,2014-02-12 05:44:00,2021-01-06 23:57:00
C004372,2014-01-26 03:34:00,2021-01-22 17:02:00
C004341,2014-01-20 17:09:00,2021-01-05 03:50:00
C008600,2014-02-03 07:41:00,2020-12-28 09:22:00
C002002,2014-01-22 10:56:00,2021-01-20 23:10:00
C009115,2014-01-22 20:53:00,2021-01-20 19:50:00
C004860,2014-01-29 02:31:00,2020-12-21 20:38:00
C004439,2014-02-20 00:13:00,2020-12-29 18:54:00
C007814,2014-01-27 06:21:00,2021-01-21 10:09:00
C007041,2014-02-12 16:47:00,2020-11-10 03:12:00
C006048,2014-03-13 07:35:00,2021-01-19 20:34:00
C001041,2014-02-06 05:57:00,2021-01-21 06:30:00
C005357,2014-03-31 17:58:00,2020-12-31 19:53:00
C008972,2014-06-15 23:37:00,2021-01-19 23:40:00
C004339,2014-01-30 15:12:00,2020-12-26 13:57:00
C008628,2014-02-22 02:02:00,2021-01-17 02:19:00
C008170,2014-02-17 05:44:00,2020-12-30 12:30:00
C002280,2014-02-09 12:57:00,2020-12-01 05:43:00
C007283,2014-02-20 05:36:00,2020-12-25 05:17:00
C007923,2014-02-18 18:57:00,2020-12-16 01:04:00
C000930,2014-02-06 19:09:00,2021-01-02 23:21:00
C000155,2014-01-29 09:31:00,2021-01-22 18:52:00
C009097,2014-03-01 02:29:00,2020-12-30 13:15:00
C007531,2014-01-24 05:54:00,2020-12-31 14:01:00
C004367,2014-01-29 02:16:00,2021-01-06 23:49:00
C005309,2014-01-22 21:28:00,2021-01-22 12:38:00
C005773,2014-03-02 04:17:00,2021-01-09 18:42:00
C001978,2014-01-30 13:12:00,2021-01-08 16:37:00
C006115,2014-02-01 22:08:00,2021-01-01 10:59:00
C004582,2014-04-24 03:30:00,2021-01-20 06:56:00
C002902,2014-01-29 02:16:00,2021-01-17 16:23:00
C001442,2014-02-23 23:15:00,2021-01-14 23:31:00
C003604,2014-01-26 18:15:00,2021-01-20 21:14:00
C008599,2014-04-02 16:24:00,2021-01-09 19:34:00
C003497,2014-02-02 22:15:00,2020-12-31 09:45:00
C006033,2014-03-14 21:06:00,2021-01-15 03:23:00
C003176,2014-02-17 16:37:00,2020-12-24 00:17:00
C006686,2014-02-17 20:30:00,2020-11-18 00:09:00
C006775,2014-03-20 23:19:00,2021-01-06 20:10:00
C004118,2014-01-27 21:07:00,2020-11-22 17:48:00
C002853,2014-01-30 04:12:00,2020-12-10 20:17:00
C004888,2014-02-04 06:17:00,2020-12-12 14:59:00
C006004,2014-01-23 14:34:00,2021-01-21 16:44:00
C004130,2014-01-24 23:51:00,2021-01-13 10:18:00
C008406,2014-01-25 00:01:00,2020-11-10 23:09:00
C007651,2014-01-21 13:07:00,2021-01-21 04:38:00
C002792,2014-02-09 08:56:00,2021-01-16 19:01:00
C005638,2014-02-08 13:12:00,2020-12-20 20:59:00
C008275,2014-02-06 21:09:00,2021-01-15 00:24:00
C003163,2014-01-31 05:49:00,2021-01-19 19:23:00
C006658,2014-02-01 05:52:00,2021-01-22 03:09:00
C000855,2014-01-21 02:18:00,2020-12-24 13:32:00
C006478,2014-02-20 03:42:00,2021-01-02 23:22:00
C004383,2014-02-12 02:48:00,2021-01-18 20:39:00
C006715,2014-01-27 14:23:00,2020-12-26 08:07:00
C007806,2014-02-01 01:31:00,2020-12-17 12:38:00
C004489,2014-01-20 18:10:00,2021-01-05 03:50:00
C005355,2014-02-13 18:17:00,2021-01-08 21:11:00
C008901,2014-01-21 00:25:00,2020-12-27 23:46:00
C007253,2014-02-08 03:02:00,2020-11-07 13:03:00
C005804,2014-02-02 02:40:00,2021-01-22 14:40:00
C004530,2014-02-12 18:41:00,2020-12-27 00:10:00
C006107,2014-02-18 16:53:00,2020-11-17 20:10:00
C003772,2014-02-24 08:57:00,2021-01-20 04:06:00
C003045,2014-02-04 12:00:00,2020-12-14 19:13:00
C000143,2014-01-31 09:35:00,2021-01-17 09:01:00
C008238,2014-02-08 12:44:00,2020-12-26 07:33:00
C004115,2014-02-13 18:23:00,2021-01-14 03:56:00
C007882,2014-03-03 06:14:00,2021-01-01 00:31:00
C004866,2014-03-09 20:33:00,2020-12-24 09:56:00
C004562,2014-02-04 10:06:00,2021-01-18 22:58:00
C004320,2014-02-15 20:11:00,2021-01-20 23:29:00
C007047,2014-01-22 17:54:00,2020-11-03 07:12:00
C001931,2014-02-04 10:25:00,2021-01-03 02:29:00
C002311,2014-01-25 10:12:00,2021-01-17 09:01:00
C001013,2014-03-14 04:49:00,2020-12-23 20:52:00
C007012,2014-02-18 00:51:00,2021-01-04 06:08:00
C004059,2014-01-30 22:38:00,2021-01-13 10:43:00
C008716,2014-01-24 15:43:00,2021-01-06 10:30:00
C005933,2014-03-29 21:13:00,2021-01-06 20:23:00
C003341,2014-03-15 19:27:00,2021-01-21 17:06:00
C004404,2014-04-15 11:34:00,2020-11-01 05:00:00
C006299,2014-04-08 05:16:00,2020-12-16 07:34:00
C003138,2014-06-07 12:46:00,2020-12-25 14:03:00
C005596,2014-01-26 16:48:00,2021-01-05 03:57:00
C009054,2014-01-22 03:32:00,2021-01-18 20:21:00
C007517,2014-02-10 19:53:00,2020-12-22 15:29:00
C006301,2014-02-08 11:38:00,2021-01-11 09:06:00
C002254,2014-03-26 17:45:00,2021-01-11 07:51:00
C008079,2014-03-18 03:17:00,2020-12-06 00:03:00
C000076,2014-02-04 08:17:00,2021-01-20 12:20:00
C001116,2014-02-17 19:32:00,2020-12-29 23:48:00
C004788,2014-05-22 12:13:00,2020-12-29 22:12:00
C002179,2014-02-05 09:27:00,2021-01-16 02:42:00
C001091,2014-02-03 01:37:00,2021-01-12 05:47:00
C006748,2014-03-27 04:22:00,2020-12-08 02:15:00
C002418,2014-01-29 22:55:00,2021-01-09 21:50:00
C000089,2014-01-29 23:33:00,2021-01-04 05:45:00
C007548,2014-01-21 16:51:00,2021-01-11 09:52:00
C003426,2014-01-24 17:49:00,2020-12-29 23:48:00
C000474,2014-02-01 06:50:00,2021-01-02 11:12:00
C008501,2014-02-04 10:11:00,2021-01-17 16:17:00
C007637,2014-03-21 00:20:00,2020-12-21 22:03:00
C003670,2014-01-21 22:05:00,2020-10-21 14:57:00
C002639,2014-01-25 06:18:00,2021-01-14 12:48:00
C005461,2014-02-22 05:12:00,2020-12-25 11:46:00
C008397,2014-01-26 13:15:00,2021-01-20 19:48:00
C000168,2014-02-24 10:16:00,2021-01-19 15:18:00
C003593,2014-01-24 01:22:00,2021-01-17 20:59:00
C002338,2014-02-07 15:45:00,2021-01-22 19:35:00
C004021,2014-01-23 16:04:00,2021-01-20 04:33:00
C006638,2014-01-28 22:28:00,2020-12-17 12:38:00
C000804,2014-03-11 00:24:00,2021-01-09 06:31:00
C007474,2014-02-09 10:56:00,2021-01-15 07:03:00
C008184,2014-03-26 02:36:00,2021-01-22 03:14:00
C008666,2014-02-22 10:53:00,2021-01-22 16:51:00
C001643,2014-01-25 12:24:00,2021-01-06 19:43:00
C002472,2014-01-25 09:17:00,2021-01-21 06:32:00
C007059,2014-02-10 19:53:00,2021-01-16 14:40:00
C005871,2014-01-21 00:25:00,2021-01-13 22:00:00
C001668,2014-01-29 16:13:00,2021-01-11 18:11:00
C004358,2014-01-25 19:10:00,2021-01-15 03:32:00
C006607,2014-01-26 15:46:00,2021-01-17 20:59:00
C005243,2014-03-20 20:04:00,2020-12-27 05:58:00
C005276,2014-02-08 09:28:00,2021-01-09 11:48:00
C004679,2014-01-31 03:22:00,2020-12-30 18:17:00
C008809,2014-01-30 21:12:00,2021-01-20 19:49:00
C007933,2014-02-02 19:25:00,2020-12-24 00:17:00
C002492,2014-01-29 01:36:00,2021-01-09 18:02:00
C006379,2014-01-28 15:14:00,2021-01-13 23:59:00
C005395,2014-03-03 01:50:00,2020-12-25 07:37:00
C001536,2014-03-08 08:31:00,2021-01-12 13:14:00
C002405,2014-02-17 20:54:00,2020-12-18 21:00:00
C008489,2014-01-21 21:24:00,2020-12-26 08:55:00
C000236,2014-01-24 00:04:00,2021-01-20 08:34:00
C000899,2014-02-23 05:13:00,2021-01-03 04:40:00
C008311,2014-03-31 14:48:00,2021-01-03 05:07:00
C001714,2014-02-28 15:47:00,2021-01-04 07:01:00
C001908,2014-02-02 02:40:00,2021-01-15 11:15:00
C001072,2014-01-26 14:44:00,2021-01-21 16:53:00
C008681,2014-02-19 04:47:00,2021-01-14 23:31:00
C008758,2014-01-25 11:31:00,2020-12-21 06:48:00
C009147,2014-03-05 18:44:00,2021-01-09 11:48:00
C004614,2014-02-09 23:42:00,2020-10-17 21:59:00
C001137,2014-01-24 05:54:00,2021-01-12 14:29:00
C005630,2014-02-02 19:25:00,2021-01-12 05:53:00
C002460,2014-02-21 11:28:00,2021-01-06 23:57:00
C003350,2014-01-26 06:19:00,2020-12-13 04:50:00
C000424,2014-01-23 19:29:00,2021-01-10 20:47:00
C001583,2014-03-14 09:22:00,2021-01-13 12:21:00
C003181,2014-01-23 04:25:00,2020-12-25 19:03:00
C001188,2014-01-30 21:37:00,2021-01-16 16:44:00
C007564,2014-02-17 04:51:00,2021-01-01 10:28:00
C002894,2014-01-28 20:45:00,2020-12-29 19:49:00
C004716,2014-01-27 18:38:00,2020-12-05 14:03:00
C007742,2014-03-04 17:42:00,2020-12-29 11:35:00
C005729,2014-02-03 18:54:00,2020-12-14 06:31:00
C005812,2014-04-11 17:38:00,2021-01-10 22:49:00
C006994,2014-02-27 06:31:00,2021-01-17 03:09:00
C001829,2014-01-20 16:45:00,2020-11-10 02:03:00
C004852,2014-02-13 20:12:00,2021-01-18 12:55:00
C001049,2014-04-17 00:35:00,2020-11-16 05:50:00
C001376,2014-02-22 08:58:00,2021-01-15 07:03:00
C002725,2014-02-12 22:34:00,2021-01-03 19:11:00
C002327,2014-01-24 09:07:00,2020-11-15 09:56:00
C004741,2014-03-26 01:08:00,2020-11-22 17:49:00
C005040,2014-01-22 21:19:00,2021-01-22 19:35:00
C000888,2014-02-10 02:45:00,2021-01-04 03:18:00
C008445,2014-03-12 13:24:00,2020-12-28 05:59:00
C002068,2014-02-01 09:59:00,2020-12-23 08:22:00
C002075,2014-04-19 02:24:00,2021-01-18 20:45:00
C008699,2014-01-23 03:07:00,2021-01-22 19:35:00
C004968,2014-03-01 14:55:00,2021-01-13 23:59:00
C006543,2014-02-26 01:28:00,2021-01-17 12:12:00
C002917,2014-01-23 16:32:00,2021-01-09 15:37:00
C006121,2014-02-13 20:34:00,2021-01-15 18:37:00
C007683,2014-01-27 17:26:00,2020-12-14 07:07:00
C004907,2014-03-13 02:31:00,2021-01-16 02:42:00
C006265,2014-03-17 01:29:00,2021-01-10 13:36:00
C005425,2014-01-25 15:58:00,2021-01-20 08:34:00
C006232,2014-03-01 18:02:00,2020-12-15 19:59:00
C007528,2014-03-12 09:37:00,2020-12-26 10:16:00
C005289,2014-03-06 08:48:00,2021-01-23 01:31:00
C002942,2014-04-04 13:23:00,2021-01-09 04:36:00
C006911,2014-02-09 22:45:00,2021-01-04 22:04:00
C009081,2014-01-31 21:23:00,2020-12-29 01:11:00
C004331,2014-01-30 00:24:00,2020-11-01 11:22:00
C006904,2014-02-11 11:02:00,2021-01-15 00:24:00
C003454,2014-02-02 09:00:00,2020-09-30 07:50:00
C004095,2014-02-08 03:02:00,2021-01-06 12:16:00
C003661,2014-02-15 01:46:00,2021-01-03 08:42:00
C005783,2014-02-09 08:56:00,2021-01-13 18:16:00
C005161,2014-02-01 17:55:00,2021-01-17 20:25:00
C001097,2014-02-01 23:23:00,2020-12-08 12:57:00
C007038,2014-02-02 02:43:00,2021-01-01 04:34:00
C000561,2014-01-29 22:55:00,2020-12-08 02:32:00
C001658,2014-02-08 09:01:00,2021-01-11 22:33:00
C005824,2014-02-07 08:52:00,2021-01-17 16:17:00
C005751,2014-04-01 15:24:00,2020-11-30 21:06:00
C001096,2014-01-26 22:39:00,2021-01-20 11:27:00
C003093,2014-01-21 13:07:00,2020-12-30 11:51:00
C005967,2014-03-10 18:25:00,2020-12-20 19:38:00
C006747,2014-02-21 15:31:00,2020-11-18 06:52:00
C006312,2014-02-03 02:50:00,2021-01-04 21:44:00
C001286,2014-03-17 02:51:00,2021-01-10 07:44:00
C005645,2014-01-22 10:29:00,2021-01-14 05:51:00
C002587,2014-01-22 21:27:00,2020-12-27 03:31:00
C007334,2014-03-07 02:02:00,2020-12-14 14:48:00
C005337,2014-01-20 14:06:00,2021-01-23 02:18:00
C001808,2014-01-31 03:22:00,2020-12-23 01:35:00
C001018,2014-02-01 06:55:00,2021-01-06 09:21:00
C000939,2014-02-02 02:53:00,2020-12-24 01:59:00
C006781,2014-01-28 06:17:00,2021-01-05 09:24:00
C005867,2014-01-31 14:27:00,2021-01-09 08:42:00
C006587,2014-01-25 06:18:00,2021-01-06 16:39:00
C008852,2014-01-29 23:24:00,2021-01-14 15:21:00
C002213,2014-02-14 03:06:00,2021-01-22 03:09:00
C003277,2014-02-10 20:53:00,2021-01-17 16:23:00
C002385,2014-02-01 01:59:00,2020-12-31 21:24:00
C005807,2014-02-08 23:24:00,2020-12-29 13:49:00
C000549,2014-01-29 03:09:00,2020-12-25 09:53:00
C001929,2014-01-24 01:13:00,2021-01-10 13:36:00
C005744,2014-02-16 20:23:00,2020-12-16 02:38:00
C003345,2014-02-21 05:34:00,2020-12-12 05:39:00
C006294,2014-04-04 09:13:00,2021-01-13 14:23:00
C002042,2014-01-29 02:16:00,2021-01-09 23:35:00
C007502,2014-02-01 05:52:00,2021-01-22 18:47:00
C008225,2014-02-09 04:13:00,2021-01-15 13:10:00
C008582,2014-01-26 08:27:00,2020-12-14 21:48:00
C002986,2014-01-22 06:33:00,2020-12-30 03:58:00
C007863,2014-01-21 02:19:00,2020-12-29 05:55:00
C000828,2014-01-25 17:54:00,2020-12-07 22:49:00
C006572,2014-05-25 14:20:00,2021-01-20 21:14:00
C007323,2014-01-30 20:13:00,2020-11-03 17:59:00
